,book_title,book_recommendation_urls
2399,Maccabe's Art of Ventriloquism and Vocal Illusions,"['https://librivox.org/the-outline-of-science-vol-2-by-j-arthur-thomson/', 'https://librivox.org/the-chemical-history-of-a-candle-by-michael-faraday/', 'https://librivox.org/ventriloquism-vocal-illusions-by-frederic-maccabe/', 'https://librivox.org/auguste-rodin-by-rainer-maria-rilke/', 'https://librivox.org/cobbs-anatomy-by-irvin-s-cobb/']"
2400,Greenmantle (Version 2),"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
2401,Our Little English Cousin,"['https://librivox.org/the-golden-goose-book-by-l-leslie-brooke/', 'https://librivox.org/little-men-by-louisa-may-alcott/', 'https://librivox.org/how-to-live-on-twenty-four-hours-a-day-by-arnold-bennett/', 'https://librivox.org/floor-games/', 'https://librivox.org/jos-boys-by-louisa-may-alcott/']"
2402,Doctor's Christmas Eve,"['https://librivox.org/utopia-by-thomas-more/', 'https://librivox.org/the-bird-study-book-by-thomas-gilbert-pearson/', 'https://librivox.org/erewhon-by-samuel-butler/', 'https://librivox.org/deerbrook-by-harriet-martineau/', 'https://librivox.org/doctor-thorne-by-anthony-trollope/']"
2403,Wind Among the Reeds,"['https://librivox.org/a-girl-of-the-limberlost-by-gene-stratton-porter/', 'https://librivox.org/cathay-by-ezra-pound/', 'https://librivox.org/our-island-story-part-2-by-he-marshall/', 'https://librivox.org/the-man-who-knew-too-much-by-g-k-chesterton/', 'https://librivox.org/the-four-million-by-o-henry/']"
2404,Wanted,"['https://librivox.org/the-getting-of-wisdom-by-henry-handel-richardson/', 'https://librivox.org/northanger-abbey-by-jane-austen/', 'https://librivox.org/seven-little-australians-by-ethel-sybil-turner/', 'https://librivox.org/the-sermon-on-the-mount-selections-from-the-king-james-bible/', 'https://librivox.org/bible-kjv-nt-03-luke/']"
2405,Little Journeys to the Homes of Good Men and Great,"['https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-rosary-by-florence-louisa-barclay/', 'https://librivox.org/queen-lucia-by-edward-frederic-benson/', 'https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/']"
2406,Baseball Joe of the Silver Stars,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-story-of-a-stuffed-elephant-by-laura-lee-hope/']"
2407,Voyages of Doctor Dolittle (version 2),"['https://librivox.org/rilla-of-ingleside-by-lucy-maud-montgomery/', 'https://librivox.org/eves-diary-by-mark-twain/', 'https://librivox.org/roughing-it-in-the-bush-by-susanna-moodie/', 'https://librivox.org/the-mariner-of-st-malo-a-chronicle-of-the-voyages-of-jacques-cartier/', 'https://librivox.org/the-lost-world/']"
2408,Fireside Christmas Short Stories,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/mother-goose-in-prose-by-l-frank-baum/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/']"
2409,Mysterious Island - Shipwrecked in the Air,"['https://librivox.org/barbara-frietchie-by-john-greenleaf-whittier/', 'https://librivox.org/uncle-remus-by-joel-chandler-harris/', 'https://librivox.org/the-gettysburg-address-by-abraham-lincoln-version-2/', 'https://librivox.org/us-historical-documents/', 'https://librivox.org/the-congo-by-vachel-lindsay/']"
2410,Villette (version 2 Dramatic Reading),"['https://librivox.org/letters-of-two-brides-by-honore-de-balzac/', 'https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/']"
2411,Eight Harvard Poets,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
2412,Prayers of St Paul,"['https://librivox.org/song-by-john-donne/', 'https://librivox.org/lair_of_the_white_worm_by_bram_stoker/', 'https://librivox.org/the-interesting-narrative-of-the-life-of-olaudah-equiano-by-olaudah-equiano/', 'https://librivox.org/orthodoxy-by-gk-chesterton/', 'https://librivox.org/le-morte-darthur-volume-1-by-sir-thomas-malory/']"
2413,Dwellers in the Hills,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/mother-goose-in-prose-by-l-frank-baum/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/']"
2414,Princess Mary's Gift Book,"['https://librivox.org/the-junior-classics-vol-1-by-william-patten/', 'https://librivox.org/poems-every-child-should-know-edited-by-mary-e-burt/', 'https://librivox.org/crome-yellow-by-aldous-huxley/', 'https://librivox.org/little-wizard-stories-of-oz-by-l-frank-baum/', 'https://librivox.org/reginald-by-saki/']"
2415,"Celebration of Dialects and Accents, Vol 2.","['https://librivox.org/short-poetry-collection-001/', 'https://librivox.org/short-poetry-collection-002/', 'https://librivox.org/short-poetry-collection-003/', 'https://librivox.org/short-story-collection-006/', 'https://librivox.org/long-poems-collection-001/']"
2416,Watchers,"['https://librivox.org/daddy-long-legs-by-jean-webster/', 'https://librivox.org/lair_of_the_white_worm_by_bram_stoker/', 'https://librivox.org/stepping-heavenward-by-e-prentiss/', 'https://librivox.org/dot-and-the-kangaroo-by-ethel-c-pedley/', 'https://librivox.org/alices-adventures-in-wonderland-by-lewis-carroll-2/']"
2417,Parmenides,"['https://librivox.org/the-iliad-by-homer-translated-by-samuel-butler/', 'https://librivox.org/politics-by-aristotle/', 'https://librivox.org/three-dialogues-between-hylas-and-philonous-by-george-berkeley/', 'https://librivox.org/the-symposium-by-plato/', 'https://librivox.org/old-time-makers-of-medicine-by-james-joseph-walsh/']"
2418,Working for God,"['https://librivox.org/the-school-of-obedience-by-andrew-murray/', 'https://librivox.org/humility-the-beauty-of-holiness/', 'https://librivox.org/heroes-of-the-middle-ages-by-eva-march-tappan/', 'https://librivox.org/ruth-asv/', 'https://librivox.org/summa-theologica-prima-pars-questions-1-26-by-thomas-aquinas/']"
2419,Revolt of the Angels,"['https://librivox.org/greenmantle-by-john-buchan/', 'https://librivox.org/the-cricket-on-the-hearth-by-charles-dickens/', 'https://librivox.org/valley-of-silent-men-by-j-o-curwood/', 'https://librivox.org/the-country-beyond-by-james-oliver-curwood/', 'https://librivox.org/the-flaming-forest-by-james-oliver-curwood/']"
2420,Mrs. Bindle,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
2421,Prairie-Schooner Princess,"['https://librivox.org/anne-of-green-gables-by-lucy-maud-montgomery/', 'https://librivox.org/barbara-frietchie-by-john-greenleaf-whittier/', 'https://librivox.org/anne-of-green-gables-by-lucy-maud-montgomery-4/', 'https://librivox.org/uncle-remus-by-joel-chandler-harris/', 'https://librivox.org/anne-of-green-gables-by-lucy-maud-montgomery-2/']"
2422,House With The Mezzanine And Other Stories,"['https://librivox.org/crome-yellow-by-aldous-huxley/', 'https://librivox.org/little-wizard-stories-of-oz-by-l-frank-baum/', 'https://librivox.org/reginald-by-saki/', 'https://librivox.org/the-little-lame-prince-by-miss-mulock/', 'https://librivox.org/the-man-who-knew-too-much-by-g-k-chesterton/']"
2423,Old Rail Fence Corners,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/', 'https://librivox.org/a-calendar-of-sonnets-by-helen-hunt-jackson/', 'https://librivox.org/american-indian-fairy-tales-by-william-trowbridge-larned/', 'https://librivox.org/art-and-heart-by-ella-wheeler-wilcox/']"
2424,Tempest,['https://librivox.org/letters-of-two-brides-by-honore-de-balzac/']
2425,Ghost: A Modern Fantasy,"['https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/']"
2426,Discourses: Biological and Geological,"['https://librivox.org/aesops-fables-volume-4-fables-76-100/', 'https://librivox.org/aesops-fables-volume-5-fables-101-125/', 'https://librivox.org/aesops-fables-volume-6-fables-126-150/', 'https://librivox.org/aesops-fables-volume-7-fables-151-175/', 'https://librivox.org/aesops-fables-volume-8-fables-176-200/']"
2427,Our Little Jewish Cousin,"['https://librivox.org/book-of-esther-kjv/', 'https://librivox.org/a-personal-anthology-of-shakespeare-compiled-by-martin-clifton/', 'https://librivox.org/history-of-holland/', 'https://librivox.org/the-rocket-book-by-peter-newell/', 'https://librivox.org/the-slant-book-by-peter-newell/']"
2428,Wallet of Kai Lung,"['https://librivox.org/cathay-by-ezra-pound/', 'https://librivox.org/danse-russe-by-william-carlos-williams/', 'https://librivox.org/long-poems-collection-001/', 'https://librivox.org/five-little-peppers-and-how-they-grew-by-margaret-sidney/', 'https://librivox.org/the-complete-public-domain-poems-of-wallace-stevens-volume-1-of-2/']"
2429,Compliment,"['https://librivox.org/art-and-heart-by-ella-wheeler-wilcox/', 'https://librivox.org/a-vagabond-song-by-bliss-carman/', 'https://librivox.org/death-be-not-proud-by-john-donne/', 'https://librivox.org/a-noiseless-patient-spider-by-walt-whitman/', 'https://librivox.org/i-do-not-love-thee-by-caroline-norton/']"
2430,Custom of the Country (version 2),"['https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/', 'https://librivox.org/my-man-jeeves-by-p-g-wodehouse/', 'https://librivox.org/declaration-of-rights-by-the-stamp-act-congress-of-1765/', 'https://librivox.org/danse-russe-by-william-carlos-williams/', 'https://librivox.org/lincoln-at-cooper-union-by-abraham-lincoln/']"
2431,Short Poetry Collection 124,"['https://librivox.org/art-and-heart-by-ella-wheeler-wilcox/', 'https://librivox.org/cathay-by-ezra-pound/', 'https://librivox.org/a-vagabond-song-by-bliss-carman/', 'https://librivox.org/a-noiseless-patient-spider-by-walt-whitman/', 'https://librivox.org/i-do-not-love-thee-by-caroline-norton/']"
2432,Untilled Field,"['https://librivox.org/mother-goose-in-prose-by-l-frank-baum/', 'https://librivox.org/poems-every-child-should-know-edited-by-mary-e-burt/', 'https://librivox.org/beyond-good-and-evil-by-friedrich-nietzsche/', 'https://librivox.org/crome-yellow-by-aldous-huxley/', 'https://librivox.org/sunshine-sketches-of-a-little-town-by-stephen-leacock/']"
2433,Learned Women,"['https://librivox.org/letters-of-two-brides-by-honore-de-balzac/', 'https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/']"
2434,Blue Bird: A Fairy Play in Six Acts,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
2435,Little Sister Snow (version 2),"['https://librivox.org/silas-marner-by-george-eliot/', 'https://librivox.org/the-enchanted-island-of-yew-by-l-frank-baum/', 'https://librivox.org/the-pirates-of-penzance-by-william-s-gilbert-and-sir-arthur-sullivan/', 'https://librivox.org/lady-susan-v2-by-jane-austen/', 'https://librivox.org/kwaidan-stories-and-studies-of-strange-things-by-lafcadio-hearn/']"
2436,Lady Barbarina,"['https://librivox.org/country-of-the-pointed-firs-by-sarah-orne-jewett/', 'https://librivox.org/eves-diary-by-mark-twain/', 'https://librivox.org/roughing-it-in-the-bush-by-susanna-moodie/', 'https://librivox.org/the-mariner-of-st-malo-a-chronicle-of-the-voyages-of-jacques-cartier/', 'https://librivox.org/the-diary-of-a-nobody-by-george-weedon-grossmith/']"
2437,Among the Meadow People,"['https://librivox.org/the-goop-directory-by-gelett-burgess/', 'https://librivox.org/tristan-and-iseult-by-joseph-bedier/', 'https://librivox.org/st-george-for-england-by-g-a-henty/', 'https://librivox.org/the-burgess-animal-book-for-children-by-thornton-w-burgess', 'https://librivox.org/the-wind-in-the-willows-by-kenneth-grahame-solo/']"
2438,Little Colonel: Maid of Honor,"['https://librivox.org/robinson-crusoe-in-words-of-one-syllable-by-mary-godolphin/', 'https://librivox.org/the-tale-of-peter-mink-by-arthur-scott-bailey/', 'https://librivox.org/the-angel-of-terror-by-edgar-wallace-2/', 'https://librivox.org/the-tale-of-tommy-fox-by-arthur-scott-bailey/', 'https://librivox.org/the-history-of-robinson-crusoe/']"
2439,100%: The Story of a Patriot,"['https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/narrative-of-arthur-gordon-pym/', 'https://librivox.org/wives-and-daughters-by-elizabeth-gaskell/', 'https://librivox.org/the-three-musketeers-by-alexandre-dumas/']"
2440,Hill of Dreams,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
2441,Songs of a Sourdough,"['https://librivox.org/the-getting-of-wisdom-by-henry-handel-richardson/', 'https://librivox.org/a-girl-of-the-limberlost-by-gene-stratton-porter/', 'https://librivox.org/art-and-heart-by-ella-wheeler-wilcox/', 'https://librivox.org/cathay-by-ezra-pound/', 'https://librivox.org/chapters-from-my-authobiography-by-mark-twain/']"
2442,Devil's Bridge,"['https://librivox.org/china-and-the-chinese-by-herbert-allen-giles/', 'https://librivox.org/on-liberty-by-john-stuart-mill/', 'https://librivox.org/the-strange-case-of-dr-jekyll-mr-hyde-by-robert-louis-stevenson/', 'https://librivox.org/the-village-blacksmith-by-henry-wadsworth-longfellow/', 'https://librivox.org/the-oresteia-by-aeschylus/']"
2443,"Astounding Stories 05, May 1930","['https://librivox.org/danse-russe-by-william-carlos-williams/', 'https://librivox.org/long-poems-collection-001/', 'https://librivox.org/the-complete-public-domain-poems-of-wallace-stevens-volume-1-of-2/', 'https://librivox.org/what-men-live-by-and-other-tales-by-leo-tolstoy/', 'https://librivox.org/little-women-by-louisa-may-alcott/']"
2444,Further Chronicles of Avonlea (version 2) (Dramatic Reading),"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
2445,Elementary Theosophy,"['https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-critique-of-pure-reason-by-immanuel-kant', 'https://librivox.org/the-revelation-of-baha-ullah-in-a-sequence-of-four-lessons-by-isabella-matilda-davis-brittingham/', 'https://librivox.org/the-return/', 'https://librivox.org/introduction-to-the-philosophy-of-history-by-georg-wilhelm-freidreich-hegel/']"
